ObservationsStedNr;ObservationsStedNavn;Startdato;Startklok;UndersøgelseNr;TekniskAnvisninganvendt;MålingNr;Parameter;Enhed;Resultat;ResultatAttribut;Kontrol;Kvalitet;Kvalitetsnote
"21000665";"Knud Å, Bens. Møllevad Bro";"20150416";"1200";"1";"True";"1";"Temperatur";"grader C";"6,3";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150513";"1200";"1";"True";"1";"pH";"pH";"7,5";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150513";"1200";"1";"True";"1";"Temperatur";"grader C";"10,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150616";"1200";"1";"True";"1";"pH";"pH";"8,42";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150616";"1200";"1";"True";"1";"Temperatur";"grader C";"14,3";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150707";"1200";"1";"True";"1";"pH";"pH";"8,395";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150707";"1200";"1";"True";"1";"Temperatur";"grader C";"19,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150720";"1200";"1";"True";"1";"pH";"pH";"8,13";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150720";"1200";"1";"True";"1";"Temperatur";"grader C";"17,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150813";"1200";"1";"True";"1";"pH";"pH";"8,7";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150813";"1200";"1";"True";"1";"Temperatur";"grader C";"19,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150908";"1200";"1";"True";"1";"pH";"pH";"8,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150908";"1200";"1";"True";"1";"Temperatur";"grader C";"17,3";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150928";"1200";"1";"True";"1";"pH";"pH";"8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20150928";"1200";"1";"True";"1";"Temperatur";"grader C";"15";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20151019";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20151019";"1200";"1";"True";"1";"Temperatur";"grader C";"12,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20151111";"1200";"1";"True";"1";"pH";"pH";"7,8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20151111";"1200";"1";"True";"1";"Temperatur";"grader C";"10,6";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20151125";"1200";"1";"True";"1";"pH";"pH";"7,8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20151125";"1200";"1";"True";"1";"Temperatur";"grader C";"8,5";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20151208";"1200";"1";"True";"1";"pH";"pH";"8,6";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20151208";"1200";"1";"True";"1";"Temperatur";"grader C";"7,6";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160113";"1200";"1";"True";"1";"pH";"pH";"7,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160113";"1200";"1";"True";"1";"Temperatur";"grader C";"3,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160127";"1200";"1";"True";"1";"pH";"pH";"8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160127";"1200";"1";"True";"1";"Temperatur";"grader C";"3,4";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160212";"1200";"1";"True";"1";"pH";"pH";"8,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160212";"1200";"1";"True";"1";"Temperatur";"grader C";"3,6";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160302";"1200";"1";"True";"1";"pH";"pH";"8,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160302";"1200";"1";"True";"1";"Temperatur";"grader C";"3,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160317";"1200";"1";"True";"1";"pH";"pH";"8,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160317";"1200";"1";"True";"1";"Temperatur";"grader C";"3,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160523";"1200";"1";"True";"1";"pH";"pH";"9,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160523";"1200";"1";"True";"1";"Temperatur";"grader C";"15,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160617";"1200";"1";"True";"1";"pH";"pH";"8,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160617";"1200";"1";"True";"1";"Temperatur";"grader C";"19,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160719";"1200";"1";"True";"1";"pH";"pH";"8,35";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160719";"1200";"1";"True";"1";"Temperatur";"grader C";"17,7";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160817";"1200";"1";"True";"1";"pH";"pH";"8,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160817";"1200";"1";"True";"1";"Temperatur";"grader C";"17,1";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160907";"1200";"1";"True";"1";"pH";"pH";"8,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20160907";"1200";"1";"True";"1";"Temperatur";"grader C";"18,3";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161004";"1200";"1";"True";"1";"pH";"pH";"8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161004";"1200";"1";"True";"1";"Temperatur";"grader C";"15,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161025";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161025";"1200";"1";"True";"1";"Temperatur";"grader C";"10,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161123";"1200";"1";"True";"1";"pH";"pH";"7,8";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161123";"1200";"1";"True";"1";"Temperatur";"grader C";"6,5";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161130";"1200";"1";"True";"1";"pH";"pH";"7,83";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161130";"1200";"1";"True";"1";"Temperatur";"grader C";"5,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161222";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20161222";"1200";"1";"True";"1";"Temperatur";"grader C";"5,2";"=";"D, FDC faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170105";"1200";"1";"True";"1";"pH";"pH";"8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170105";"1200";"1";"True";"1";"Temperatur";"grader C";"4,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170202";"1200";"1";"True";"1";"pH";"pH";"8,07";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170202";"1200";"1";"True";"1";"Temperatur";"grader C";"3";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170222";"1200";"1";"True";"1";"pH";"pH";"8,12";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170222";"1200";"1";"True";"1";"Temperatur";"grader C";"2,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170330";"1200";"1";"True";"1";"pH";"pH";"8,23";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170330";"1200";"1";"True";"1";"Temperatur";"grader C";"6";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170427";"1200";"1";"True";"1";"pH";"pH";"8,8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170427";"1200";"1";"True";"1";"Temperatur";"grader C";"7,6";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170531";"1200";"1";"True";"1";"pH";"pH";"8,4";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170531";"1200";"1";"True";"1";"Temperatur";"grader C";"14,8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170628";"1200";"1";"True";"1";"pH";"pH";"8,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170628";"1200";"1";"True";"1";"Temperatur";"grader C";"17,7";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170802";"1200";"1";"True";"1";"pH";"pH";"8,36";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170802";"1200";"1";"True";"1";"Temperatur";"grader C";"19,1";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170830";"1200";"1";"True";"1";"pH";"pH";"8,6";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170830";"1200";"1";"True";"1";"Temperatur";"grader C";"18,7";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170927";"1200";"1";"True";"1";"pH";"pH";"8,3";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20170927";"1200";"1";"True";"1";"Temperatur";"grader C";"15,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171101";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171101";"1200";"1";"True";"1";"Temperatur";"grader C";"11,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171109";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171109";"1200";"1";"True";"1";"Temperatur";"grader C";"10,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171122";"1200";"1";"True";"1";"pH";"pH";"7,8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171122";"1200";"1";"True";"1";"Temperatur";"grader C";"8,1";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171206";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171206";"1200";"1";"True";"1";"Temperatur";"grader C";"6,6";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171220";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20171220";"1200";"1";"True";"1";"Temperatur";"grader C";"5";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180110";"1200";"1";"True";"1";"pH";"pH";"8,1";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180110";"1200";"1";"True";"1";"Temperatur";"grader C";"3,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180126";"1200";"1";"True";"1";"pH";"pH";"8,23";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180126";"1200";"1";"True";"1";"Temperatur";"grader C";"4";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180206";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180206";"1200";"1";"True";"1";"Temperatur";"grader C";"2,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180223";"1200";"1";"True";"1";"pH";"pH";"8,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180223";"1200";"1";"True";"1";"Temperatur";"grader C";"2,5";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180314";"1200";"1";"True";"1";"pH";"pH";"8,1";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180314";"1200";"1";"True";"1";"Temperatur";"grader C";"2,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180424";"1200";"1";"True";"1";"pH";"pH";"8,6";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180424";"1200";"1";"True";"1";"Temperatur";"grader C";"6,7";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180515";"1200";"1";"True";"1";"pH";"pH";"9,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180515";"1200";"1";"True";"1";"Temperatur";"grader C";"21,5";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180612";"1200";"1";"True";"1";"pH";"pH";"8,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180612";"1200";"1";"True";"1";"Temperatur";"grader C";"20,7";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180703";"1200";"1";"True";"1";"pH";"pH";"9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180703";"1200";"1";"True";"1";"Temperatur";"grader C";"21,4";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180725";"1200";"1";"True";"1";"pH";"pH";"8,8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180725";"1200";"1";"True";"1";"Temperatur";"grader C";"24,3";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180905";"1200";"1";"True";"1";"pH";"pH";"8,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20180905";"1200";"1";"True";"1";"Temperatur";"grader C";"20,7";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181009";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181009";"1200";"1";"True";"1";"Temperatur";"grader C";"12,1";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181106";"1200";"1";"True";"1";"pH";"pH";"8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181106";"1200";"1";"True";"1";"Temperatur";"grader C";"9,3";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181129";"1200";"1";"True";"1";"pH";"pH";"7,8";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181129";"1200";"1";"True";"1";"Temperatur";"grader C";"6,5";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181206";"1200";"1";"True";"1";"pH";"pH";"7,7";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181206";"1200";"1";"True";"1";"Temperatur";"grader C";"6,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181217";"1200";"1";"True";"1";"pH";"pH";"8,04";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20181217";"1200";"1";"True";"1";"Temperatur";"grader C";"5,2";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20190104";"1200";"1";"True";"1";"pH";"pH";"8,1";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20190104";"1200";"1";"True";"1";"Temperatur";"grader C";"4,7";"=";"C, Faglig kontrol";"Godkendt";""
"21000665";"Knud Å, Bens. Møllevad Bro";"20190116";"1200";"1";"True";"1";"pH";"pH";"8,16";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 03:26/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190116";"1200";"1";"True";"1";"Temperatur";"grader C";"4,2";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 03:26/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190201";"1200";"1";"True";"1";"pH";"pH";"8,1";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 18:36/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190201";"1200";"1";"True";"1";"Temperatur";"grader C";"2,2";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 18:36/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190220";"1200";"1";"True";"1";"pH";"pH";"8,1";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 18:51/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190220";"1200";"1";"True";"1";"Temperatur";"grader C";"3,5";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 18:51/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190307";"1200";"1";"True";"1";"pH";"pH";"8,1";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 22:18/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190307";"1200";"1";"True";"1";"Temperatur";"grader C";"4,4";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 22:18/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190319";"1200";"1";"True";"1";"pH";"pH";"8,2";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 20:31/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190319";"1200";"1";"True";"1";"Temperatur";"grader C";"4,7";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 20:31/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190403";"1200";"1";"True";"1";"pH";"pH";"8,2";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 03:45/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190403";"1200";"1";"True";"1";"Temperatur";"grader C";"7,4";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 03:45/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190502";"1200";"1";"True";"1";"pH";"pH";"8,52";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 01:53/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190502";"1200";"1";"True";"1";"Temperatur";"grader C";"9,5";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 01:53/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190529";"1200";"1";"True";"1";"pH";"pH";"8,56";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 22:30/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190529";"1200";"1";"True";"1";"Temperatur";"grader C";"13,3";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 22:30/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190702";"1200";"1";"True";"1";"pH";"pH";"8,44";"=";"B, Elektronisk kontrol";"Godkendt";"2021-04-28 21:21/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190702";"1200";"1";"True";"1";"Temperatur";"grader C";"18,5";"=";"B, Elektronisk kontrol";"Godkendt";"2021-04-28 21:21/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190723";"1200";"1";"True";"1";"pH";"pH";"8,32";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 21:37/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190723";"1200";"1";"True";"1";"Temperatur";"grader C";"19,5";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 21:37/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190827";"1200";"1";"True";"1";"pH";"pH";"8,8";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 19:11/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190827";"1200";"1";"True";"1";"Temperatur";"grader C";"22,2";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 19:11/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190924";"1200";"1";"True";"1";"pH";"pH";"8,28";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 21:32/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20190924";"1200";"1";"True";"1";"Temperatur";"grader C";"15,1";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 21:32/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20191022";"1200";"1";"True";"1";"pH";"pH";"7,9";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 19:22/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20191022";"1200";"1";"True";"1";"Temperatur";"grader C";"11,9";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 19:22/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20191119";"1200";"1";"True";"1";"pH";"pH";"7,68";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 03:32/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20191119";"1200";"1";"True";"1";"Temperatur";"grader C";"8,4";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 03:32/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20191218";"1200";"1";"True";"1";"pH";"pH";"7,87";"=";"B, Elektronisk kontrol";"Godkendt";"2021-04-29 20:19/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20191218";"1200";"1";"True";"1";"Salinitet";"promille";"0,1";"=";"B, Elektronisk kontrol";"Godkendt";"2021-04-29 20:19/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20191218";"1200";"1";"True";"1";"Temperatur";"grader C";"6,3";"=";"B, Elektronisk kontrol";"Godkendt";"2021-04-29 20:19/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20200116";"1200";"1";"True";"1";"pH";"pH";"7,95";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 20:59/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
"21000665";"Knud Å, Bens. Møllevad Bro";"20200116";"1200";"1";"True";"1";"Temperatur";"grader C";"5,4";"=";"C, Faglig kontrol";"Godkendt";"2021-04-29 20:59/Datamigrering: Registreret af Lars Juhler (lajuh@nst.dk)"
